category,intent,instruction,flags
ACCOUNT,create_account,is it possible to create a standard account for my dad,BILQ
ACCOUNT,create_account,information about creating {{Account Category}} accounts,BM
ACCOUNT,create_account,i aint registered yet could i open a pro account withyou,BCILPQZ
ACCOUNT,create_account,i do not know how to open a standard account,BELQ
ACCOUNT,create_account,new premium acount,BKLZ
ACCOUNT,create_account,"I ain't registered, I want to create a pro account",BCL
ACCOUNT,create_account,i want assistance to create a premium account,BQ
ACCOUNT,create_account,can I open a {{Account Type}} account for my daughter?,BIL
ACCOUNT,create_account,another {{Account Type}} account for father,BKL
ACCOUNT,create_account,have a problem with creating a platinum account,BQ
ACCOUNT,create_account,opening new standard account,BKL
ACCOUNT,create_account,I don't know what I have to do to create a {{Account Type}} account,B
ACCOUNT,create_account,new {{Account Type}} acount for wife,BKLZ
ACCOUNT,create_account,how do I create a {{Account Category}} account?,BIL
ACCOUNT,create_account,can i open a standard account for my dad,BILQ
ACCOUNT,create_account,opening gold account for wife,BKL
ACCOUNT,create_account,can I open a {{Account Type}} account?,BIL
ACCOUNT,create_account,create gold account for wife,BKL
ACCOUNT,create_account,where to create a gold account,BIQ
ACCOUNT,create_account,I'm not registered I'm trying to create a bloody {{Account Type}} acount,BCELQWZ
ACCOUNT,create_account,can you help me create a {{Account Category}} account?,BI
ACCOUNT,create_account,create new premium account,BKL
ACCOUNT,create_account,opening new gold account,BKL
ACCOUNT,create_account,create {{Account Category}} accountfor wife,BKLZ
ACCOUNT,create_account,I have a problem with opening a {{Account Category}} account,BL
ACCOUNT,create_account,"I haven't signed up, could I create a {{Account Type}} account with you?",BCILP
ACCOUNT,create_account,openng {{Account Category}} account,BKLZ
ACCOUNT,create_account,create new gold account for daughter,BKL
ACCOUNT,create_account,I want to know more about opening {{Account Category}} accounts,BLM
ACCOUNT,create_account,creating new {{Account Category}} account,BKL
ACCOUNT,create_account,open a {{Account Category}} account for my dad,BL
ACCOUNT,create_account,"I don't have a bloody standard account, can I open one?",BCILNW
ACCOUNT,create_account,I don't know how I can create a standard account for my dad,BL
ACCOUNT,create_account,creating gold account,BK
ACCOUNT,create_account,I have problems with creating my {{Account Type}} acount,BMZ
ACCOUNT,create_account,can I create a new bloody platinum account for my wife?,BILW
ACCOUNT,create_account,opening new {{Account Category}} account,BKL
ACCOUNT,create_account,"I am not registered yet, want help to open a damn {{Account Type}} accoun",BCELQWZ
ACCOUNT,create_account,new platinum acount,BKLZ
ACCOUNT,create_account,opening new platinum account,BKL
ACCOUNT,create_account,i havent signed up yet help me creatin a customer profile,BCLQZ
ACCOUNT,create_account,opening {{Account Category}} account for wife,BKL
ACCOUNT,create_account,is it possible to create a gold account,BIQ
ACCOUNT,create_account,assistance creating a freemium account,BL
ACCOUNT,create_account,where do I open a different bloody premium account?,BILW
ACCOUNT,create_account,i need assistance to create a standard account,BLQ
ACCOUNT,create_account,assistance with creating a gold account,BL
ACCOUNT,create_account,assistance with opening a standard account,BL
ACCOUNT,create_account,how do I create a freemium account for my daughter?,BIL
ACCOUNT,create_account,i do not know how i can create a standard account,BEQ
ACCOUNT,create_account,new {{Account Category}} acount,BKLZ
ACCOUNT,create_account,i have problems with creating a {{Account Type}} account,BLMQ
ACCOUNT,create_account,i do not know how to create a {{Account Type}} account for my dad,BELQ
ACCOUNT,create_account,I don't know how I could oen a premium account for my fiance,BLPZ
ACCOUNT,create_account,asistance to open a pro account,BLZ
ACCOUNT,create_account,where do I create a gold account?,BIL
ACCOUNT,create_account,problem with creatingmy {{Account Type}} account,BZ
ACCOUNT,create_account,can ya help me to open a {{Account Category}} account for my dad,BILQ
ACCOUNT,create_account,new pro account,BKL
ACCOUNT,create_account,how can I create a gold account for my fiance?,BIL
ACCOUNT,create_account,i do not know hows i could open a standard account,BELPQZ
ACCOUNT,create_account,open a premium acount for my dad,BLZ
ACCOUNT,create_account,give me information about opening a {{Account Type}} account,BL
ACCOUNT,create_account,where do I open a standard account for my dad?,BIL
ACCOUNT,create_account,I need assistance with opening my gold account,BL
ACCOUNT,create_account,I need help opening a new goddamn gold account,BLW
ACCOUNT,create_account,new freemium account for wife,BKL
ACCOUNT,create_account,have a question about creating fucking {{Account Type}} accounts,BMQW
ACCOUNT,create_account,i do not know how ican open a premium account for my fiance,BELQZ
ACCOUNT,create_account,i have a problem with opening a standard account,BLQ
ACCOUNT,create_account,I do not know how I can open a premium account,BEL
ACCOUNT,create_account,open a freemium account,BL
ACCOUNT,create_account,open a standard account,BL
ACCOUNT,create_account,need to create an standard account,BQZ
ACCOUNT,create_account,opening new {{Account Type}} account for daughter,BKL
ACCOUNT,create_account,"I do not have a freemium account, help me register",BCELN
ACCOUNT,create_account,i havent registered yet i need help creating a {{Account Type}} account,BCLQ
ACCOUNT,create_account,assistance to crete a platinum account,BLZ
ACCOUNT,create_account,problems with creating a gold account,BLM
ACCOUNT,create_account,how do i create a pro account,BILQ
ACCOUNT,create_account,question about opening standard accounts,BLM
ACCOUNT,create_account,i need assistance opening a platinum account for my daughter,BLQ
ACCOUNT,create_account,how can i create a standard account,BIQ
ACCOUNT,create_account,I want assistance creating a standard account for my fiance,BL
ACCOUNT,create_account,could you tell me more about creating a platinum account?,BIP
ACCOUNT,create_account,what do I need to do to create a {{Account Type}} account?,BI
ACCOUNT,create_account,open a {{Account Category}} account,BL
ACCOUNT,create_account,have problems with creazting my {{Account Type}} account,BMQZ
ACCOUNT,create_account,i do not know what i need to do to open a {{Account Type}} account,BELQ
ACCOUNT,create_account,create new standard account,BKL
ACCOUNT,create_account,create standard cacount,BKZ
ACCOUNT,create_account,i need assistance opening a {{Account Category}} account for my daughter,BLQ
ACCOUNT,create_account,I do not know how I can create a {{Account Type}} account,BEL
ACCOUNT,create_account,want help opening a {{Account Type}} account for my daughter,BLQ
ACCOUNT,create_account,"I have not signed up, can I open a platinum account?",BCEIL
ACCOUNT,create_account,open a {{Account Category}} account,BL
ACCOUNT,create_account,open standard account,BKL
ACCOUNT,create_account,what do I have to do to create a standard account?,BI
ACCOUNT,create_account,create new {{Account Category}} account for daughter,BKL
ACCOUNT,create_account,have a problem with opening a {{Account Category}} acount,BLQZ
ACCOUNT,create_account,creating new {{Account Type}} account for daughter,BKL
ACCOUNT,create_account,"I do not have a pro account, could you help me to register?",BCEILNP
ACCOUNT,create_account,open a premium acocunt,BLZ
ACCOUNT,create_account,I need assistance with opening my premium account,BL
ACCOUNT,create_account,i want a {{Account Category}} accounr can ya help me creating it,BCILQZ
ACCOUNT,create_account,could you help me create a standard account for my daughter?,BILP
ACCOUNT,create_account,opening new {{Account Type}} account for daughter,BKL
ACCOUNT,create_account,I'm trying to open a platinum account for my fiance,BLQ
ACCOUNT,create_account,can you help me opening a pro account?,BIL
ACCOUNT,create_account,can I open a {{Account Category}} account for my daughter?,BIL
ACCOUNT,create_account,create new {{Account Type}} account,BKL
ACCOUNT,create_account,I have a problem with  opening a standard account,BLZ
ACCOUNT,create_account,I have a problem with opening a premium account,BL
ACCOUNT,create_account,opening new {{Account Type}} account for daughter,BKL
ACCOUNT,delete_account,closing  platinum account,BKLZ
ACCOUNT,delete_account,I don't know how I can remove my standard account,BL
ACCOUNT,delete_account,what do i have to do to remove the {{Account Type}} account,BILQ
ACCOUNT,delete_account,"I want to delete a {{Account Type}} account, help me",BCL
ACCOUNT,delete_account,I don't know what I have to do to remove my {{Account Category}} account,BL
ACCOUNT,delete_account,problem with freemium account cancellations,BLM
ACCOUNT,delete_account,I do not know what I have to do to cancel a {{Account Category}} account,BEL
ACCOUNT,delete_account,delete {{Account Type}} account,BKL
ACCOUNT,delete_account,where can i find information about my gold account deletion,BILQ
ACCOUNT,delete_account,I want help to close a standard account,BL
ACCOUNT,delete_account,problem with {{Account Category}} account removals,BLM
ACCOUNT,delete_account,canceling freemium account,BKL
ACCOUNT,delete_account,"I need to remove a {{Account Type}} account, how can I do it?",BCIL
ACCOUNT,delete_account,problems with {{Account Type}} account deletions,BLM
ACCOUNT,delete_account,i dontuse my {{Account Type}} account need assistance deleting it,BCLQZ
ACCOUNT,delete_account,I do not know what I have to do to cancel my {{Account Type}} account,BEL
ACCOUNT,delete_account,i dont know what to do to delete my platinum account,BLQ
ACCOUNT,delete_account,"I no longer use my {{Account Type}} account, help me cancelling it",BCEL
ACCOUNT,delete_account,i do not know how to close my {{Account Type}} account,BELQ
ACCOUNT,delete_account,question about my {{Account Type}} account removal,BL
ACCOUNT,delete_account,can ya help me to cancel an {{Account Category}} account,BILQZ
ACCOUNT,delete_account,where can i find information about a gold account deletion,BILQ
ACCOUNT,delete_account,delete {{Account Category}} account,BKL
ACCOUNT,delete_account,i dont know what i need to do to cancel my {{Account Type}} account,BLQ
ACCOUNT,delete_account,close gold account,BKL
ACCOUNT,delete_account,I have a problem with the termination of my {{Account Type}} account,BL
ACCOUNT,delete_account,what do i need to do to cancel a bloody platinum account,BILQW
ACCOUNT,delete_account,I need information about the cancellation of a {{Account Type}} account,BL
ACCOUNT,delete_account,help me to close the platinum account,BL
ACCOUNT,delete_account,"I don't want the freemium account, I need help to close it",BCL
ACCOUNT,delete_account,question about the deletion of my {{Account Category}} account,BL
ACCOUNT,delete_account,find information about the cancellation of a pro account,BL
ACCOUNT,delete_account,need to remove the platinum account,BLQ
ACCOUNT,delete_account,need help to cancel a standard account,BLQ
ACCOUNT,delete_account,I don't know what to do to close my freemium account,BL
ACCOUNT,delete_account,removing {{Account Type}} account,BKL
ACCOUNT,delete_account,would it be possible to delete a {{Account Type}} account?,BILP
ACCOUNT,delete_account,i need information about the termination of my {{Account Type}} account,BLQ
ACCOUNT,delete_account,how can I get information about my {{Account Category}} account removal?,BIL
ACCOUNT,delete_account,i don use my pro account help me close it,BCLQZ
ACCOUNT,delete_account,what do I have to do to close a premium account?,BIL
ACCOUNT,delete_account,have a problem with the termination of a {{Account Category}} account,BLQ
ACCOUNT,delete_account,I don't know what I need to do to cancel the {{Account Type}} account,BL
ACCOUNT,delete_account,i need information about the termination of a {{Account Category}} acount,BLQZ
ACCOUNT,delete_account,can I close a {{Account Type}} account?,BIL
ACCOUNT,delete_account,watn assistance removing a standard account,BLQZ
ACCOUNT,delete_account,how can I get information about a gold account deletion?,BIL
ACCOUNT,delete_account,I don't know what I have to do to delete my {{Account Category}} account,BL
ACCOUNT,delete_account,would you give me information about my {{Account Type}} account removal?,BILP
ACCOUNT,delete_account,I don't know what to do to close my {{Account Type}} account,BL
ACCOUNT,delete_account,what do I have to do to close the {{Account Type}} account?,BIL
ACCOUNT,delete_account,I do not know what I have to do to delete a gold account,BEL
ACCOUNT,delete_account,I do not know how to close a {{Account Category}} account,BEL
ACCOUNT,delete_account,I do not know what I need to do to cancel my premium account,BEL
ACCOUNT,delete_account,problems with {{Account Type}} account terminations,BLM
ACCOUNT,delete_account,what do i have to do to delete my {{Account Type}} account,BILQ
ACCOUNT,delete_account,cancel standard acount,BKLZ
ACCOUNT,delete_account,cancel pro account,BKL
ACCOUNT,delete_account,i have a problem with the deletion of my {{Account Type}} account,BLQ
ACCOUNT,delete_account,I do not know what I have to do to remove a damn {{Account Type}} account,BELW
ACCOUNT,delete_account,i have a question about the removal of my {{Account Category}} account,BLQ
ACCOUNT,delete_account,have a problem with the deletio of my premium account,BLQZ
ACCOUNT,delete_account,I need information about my freemium acclunt removal,BLZ
ACCOUNT,delete_account,i do not know what i have to do to remove the {{Account Type}} account,BELQ
ACCOUNT,delete_account,can you help me to cancel the {{Account Type}} account?,BIL
ACCOUNT,delete_account,I have problems with the cancellation of a {{Account Type}} account,BLM
ACCOUNT,delete_account,how can i get information about my gold account removal,BILQ
ACCOUNT,delete_account,remove freemium account,BKL
ACCOUNT,delete_account,can you help me to delete my premium account?,BIL
ACCOUNT,delete_account,could you help me cancel a gold account?,BILP
ACCOUNT,delete_account,I would like to delete my premium account,BLP
ACCOUNT,delete_account,I have a problem with the deletion of a {{Account Type}} account,BL
ACCOUNT,delete_account,have an question about the removal of my {{Account Type}} account,BLQZ
ACCOUNT,delete_account,cancelin {{Account Type}} account,BKLZ
ACCOUNT,delete_account,can you help me deleting the {{Account Type}} account?,BIL
ACCOUNT,delete_account,"I have to close my bloody standard account, how to do it?",BCILW
ACCOUNT,delete_account,can you help me canceling the goddamn platinum account?,BILW
ACCOUNT,delete_account,i dont know what i need to do to remove my standard account,BLQ
ACCOUNT,delete_account,closing {{Account Type}} account,BKL
ACCOUNT,delete_account,help me canceling my {{Account Type}} account,BL
ACCOUNT,delete_account,i have a problem with the deletino of a gold account,BLQZ
ACCOUNT,delete_account,i have a questioln about my standard account cancellation,BLQZ
ACCOUNT,delete_account,will you give me information about pro account terminations?,BILMP
ACCOUNT,delete_account,how can i find information about {{Account Type}} account removasl,BILMQZ
ACCOUNT,delete_account,i dont know what to do to close a platinum account,BLQ
ACCOUNT,delete_account,I want information about my platinum account termination,BL
ACCOUNT,delete_account,I don't know what to do to delete a pro account,BL
ACCOUNT,delete_account,problem with the deletion of a {{Account Category}} account,BL
ACCOUNT,delete_account,what do I need to do to cancel my {{Account Type}} account?,BIL
ACCOUNT,delete_account,I do not know what I have to do to close my {{Account Category}} account,BEL
ACCOUNT,delete_account,deleting {{Account Category}} account,BKL
ACCOUNT,delete_account,what do I have to do to cancel my {{Account Category}} acdcount?,BILZ
ACCOUNT,delete_account,can ya help me cancel a {{Account Type}} cacount,BILQZ
ACCOUNT,delete_account,how to cancel a {{Account Type}} account?,BIL
ACCOUNT,delete_account,remove {{Account Type}} account,BKL
ACCOUNT,delete_account,I have a problem with standard account cancellations,BLM
ACCOUNT,delete_account,"I do not use the damn {{Account Category}} account, help canceling it",BCELW
ACCOUNT,delete_account,clsoe {{Account Type}} account,BKLZ
ACCOUNT,delete_account,"I no longer use the goddamn {{Account Type}} account, helpme cancel it",BCELWZ
ACCOUNT,delete_account,how can I get information about a {{Account Type}} account termination?,BIL
ACCOUNT,delete_account,problem with {{Account Type}} account terminations,BLM
ACCOUNT,delete_account,I do not know what I need to do to close a pro account,BEL
ACCOUNT,delete_account,i dont use m platinum account i try to remove it,BCLQZ
ACCOUNT,delete_account,i do not know how i can cancel my {{Account Category}} account,BELQ
ACCOUNT,delete_account,give me information about {{Account Type}} account cancellations,BLM
ACCOUNT,delete_account,I do not know how I could remove the {{Account Type}} account,BELP
ACCOUNT,delete_account,information about the termination of my platinum account,BL
ACCOUNT,delete_account,"I don't need my platinum account, help cancelling it",BCL
ACCOUNT,delete_account,cancel gold account,BKL
ACCOUNT,delete_account,would it be possible to close my standard account ?,BILPZ
ACCOUNT,delete_account,i have a problem with the removal of my {{Account Type}} account,BLQ
ACCOUNT,delete_account,would it be possible to delete a {{Account Category}} account?,BILP
ACCOUNT,delete_account,I do not know how I could remove the {{Account Category}} account,BELP
ACCOUNT,delete_account,give me informatipn about the termination of a pro account,BLZ
ACCOUNT,delete_account,need help closing the {{Account Category}} account,BLQ
ACCOUNT,delete_account,"I never use my goddamn {{Account Type}} account, assistance removing it",BCELW
ACCOUNT,delete_account,find information about the removal of a gold account,BL
ACCOUNT,delete_account,where could I get information about {{Account Type}} account deletions?,BILMP
ACCOUNT,delete_account,canceling {{Account Category}} account,BKL
ACCOUNT,delete_account,where can i get information about a {{Account Type}} account removal,BILQ
ACCOUNT,delete_account,i want assistance to cancel a {{Account Type}} account,BLQ
ACCOUNT,delete_account,information about the removal of a pro account,BL
ACCOUNT,delete_account,remove {{Account Category}} account,BKL
ACCOUNT,delete_account,I do not know what I have to do to delete a standard account,BEL
ACCOUNT,delete_account,clsoe {{Account Category}} account,BKLZ
ACCOUNT,delete_account,where can i find information about my {{Account Type}} account deletion,BILQ
ACCOUNT,delete_account,I have problems with the cancellation of a damn pro account,BLMW
ACCOUNT,delete_account,information about the removal of my {{Account Category}} account,BL
ACCOUNT,delete_account,deleting {{Account Type}} account,BKL
ACCOUNT,delete_account,question about the removal of a standard account,BL
ACCOUNT,delete_account,how can I cancel a freemium account?,BIL
ACCOUNT,delete_account,give me information about the cancellation of a gold account,BL
ACCOUNT,delete_account,i do not know what i need to do to cancel the gold account,BELQ
ACCOUNT,delete_account,cancelling {{Account Category}} account,BKL
ACCOUNT,delete_account,i want assistance to delete the {{Account Type}} account,BLQ
ACCOUNT,delete_account,"I do not need the {{Account Category}} account, can I cancel it?",BCEIL
ACCOUNT,delete_account,I do not know how to cancel my premium account,BEL
ACCOUNT,delete_account,I need assistance to remove my freemium account,BL
ACCOUNT,delete_account,"I don't want my user account, help cancelling it",BCL
ACCOUNT,delete_account,I need information about a {{Account Category}} account cancellation,BL
ACCOUNT,delete_account,I do not know how I can cancel my {{Account Category}} account,BEL
ACCOUNT,delete_account,problems with {{Account Category}} account cancellations,BLM
ACCOUNT,delete_account,i have to close my pro account,BLQ
ACCOUNT,delete_account,can you help me deleting my {{Account Type}} account?,BIL
ACCOUNT,delete_account,removing {{Account Category}} acconut,BKLZ
ACCOUNT,delete_account,remove standard account,BKL
ACCOUNT,delete_account,I don't know what I need to do to remove my standard account,BL
ACCOUNT,delete_account,I don't know what I have to do to cancel my {{Account Type}} account,BL
ACCOUNT,delete_account,"I have to cancel my platinum account, how can I do it?",BCIL
ACCOUNT,delete_account,"I never use the {{Account Type}} account, can you help me to cancel it?",BCEIL
ACCOUNT,delete_account,want assistance to cancel my {{Account Category}} account,BLQ
ACCOUNT,delete_account,I do not know what I have to do to close a {{Account Type}} accoint,BELZ
ACCOUNT,delete_account,cancelin premium account,BKLZ
ACCOUNT,delete_account,what do I need to do to remove my standard account?,BIL
ACCOUNT,delete_account,I do not know how to close the {{Account Category}} azccount,BELZ
ACCOUNT,delete_account,is it possible to cancel a platinum account,BILQ
ACCOUNT,delete_account,I don't know what I have to do to close my {{Account Category}} account,BL
ACCOUNT,delete_account,i do not know how i can remove the premium account,BELQ
ACCOUNT,delete_account,problems with standard account deletions,BLM
ACCOUNT,delete_account,have problems with a {{Account Type}} account removal,BLMQ
ACCOUNT,delete_account,I am trying toclose the standard account,BLZ
ACCOUNT,delete_account,i need help to cancel a freemium account,BLQ
ACCOUNT,delete_account,"I have got to close a premium account, I need help",BCL
ACCOUNT,delete_account,help me cancel my standard account,BL
ACCOUNT,delete_account,I try to delete the {{Account Type}} account,BL
ACCOUNT,delete_account,problems with {{Account Category}} account deletions,BLM
ACCOUNT,delete_account,removing {{Account Category}} account,BKL
ACCOUNT,delete_account,deleting account,BK
ACCOUNT,delete_account,I want assistance to cancel a gold account,BL
ACCOUNT,delete_account,i dont know how i can close the platinum account,BLQ
ACCOUNT,delete_account,I do not know what to do to delete a pro account,BEL
ACCOUNT,delete_account,delete {{Account Category}} account,BKL
ACCOUNT,delete_account,I do not know what to do to remove my standard account,BEL
ACCOUNT,delete_account,I need information about the cancellation of my {{Account Type}} account,BL
ACCOUNT,delete_account,i do not nkow how to delete the premium account,BELQZ
ACCOUNT,delete_account,i dont know what i have to do to delete a gold account,BLQ
ACCOUNT,delete_account,i want aswistance to close a {{Account Category}} account,BLQZ
ACCOUNT,delete_account,deleting {{Account Type}} accoumt,BKLZ
ACCOUNT,delete_account,i donbt know what i need to do to close my pro account,BLQZ
ACCOUNT,delete_account,I need information about the cancellation of a gold account,BL
ACCOUNT,delete_account,i want assistance removing my {{Account Type}} account,BLQ
ACCOUNT,delete_account,i never use the pro account i need help deleting it,BCELQ
ACCOUNT,delete_account,could you help me to close my {{Account Category}} account?,BILP
ACCOUNT,delete_account,how can i get information about  my pro account deletion,BILQZ
ACCOUNT,delete_account,I want help cancelling the {{Account Category}} account,BL
ACCOUNT,delete_account,"I want to cancel a damn {{Account Type}} account, I need help",BCLW
ACCOUNT,delete_account,where can i fiond information about a pro account removal,BILQZ
ACCOUNT,delete_account,I'm trying to close my {{Account Category}} account,BLQ
ACCOUNT,delete_account,i don use my {{Account Type}} account i dont know how i can cancel it,BCLQZ
ACCOUNT,delete_account,i want assistance to removce the premium account,BLQZ
ACCOUNT,delete_account,wsnna close a {{Account Type}} account i need assistance,BCLQZ
ACCOUNT,delete_account,I would like information about the deletion of my {{Account Type}} acount,BLPZ
ACCOUNT,delete_account,i want help to delete my platinum account,BLQ
ACCOUNT,delete_account,cancelling {{Account Type}} account,BKL
ACCOUNT,delete_account,have problems with the removal of my gold account,BLMQ
ACCOUNT,delete_account,have a question about the termination of a Freemiumaccount,BLQZ
ACCOUNT,delete_account,i dnt use my {{Account Category}} account want help to delete it,BCLQZ
ACCOUNT,delete_account,I need information about the deletion of my {{Account Type}} account,BL
ACCOUNT,delete_account,I don't know how I could delete the standard account,BLP
ACCOUNT,delete_account,closing premium account,BKL
ACCOUNT,delete_account,I need help to close a {{Account Category}} account,BL
ACCOUNT,delete_account,I need information about the cancellation of my {{Account Type}} account,BL
ACCOUNT,delete_account,I need help to deelete a pro account,BLZ
ACCOUNT,delete_account,information about the cancellation of my {{Account Category}} account,BL
ACCOUNT,delete_account,i want help removing my standard account,BLQ
ACCOUNT,delete_account,i do not know what to od to cancel the freemium account,BELQZ
ACCOUNT,delete_account,close standard account,BKL
ACCOUNT,delete_account,i have a problem with the cancellation of a freemium account,BLQ
ACCOUNT,delete_account,I don't know how to cancel the standard account,BL
ACCOUNT,delete_account,i have problems with the deletion of a {{Account Type}} account,BLMQ
ACCOUNT,delete_account,I do not know how I can close a standard account,BEL
ACCOUNT,delete_account,I have problems with the removal of my premium account,BLM
ACCOUNT,delete_account,how could i find infrmation about pro account removals,BILMPQZ
ACCOUNT,delete_account,"I need to cancel a {{Account Type}} account, could you help me?",BCILP
ACCOUNT,delete_account,delete premium account,BKL
ACCOUNT,delete_account,I try to delete my platinum account,BL
ACCOUNT,delete_account,I have a question about the removal of a {{Account Category}} account,BL
ACCOUNT,delete_account,find information about the cancellation of my {{Account Type}} account,BL
ACCOUNT,delete_account,canceling {{Account Type}} account,BKL
ACCOUNT,delete_account,could you help me deleting a platinum account?,BILP
ACCOUNT,delete_account,I don't know what to do to remove the standard account,BL
ACCOUNT,delete_account,question about the termination of my standard accout,BLZ
ACCOUNT,delete_account,what do i have to do to delete the {{Account Category}} account,BILQ
ACCOUNT,delete_account,give me information about the cancellation of my {{Account Type}} account,BL
ACCOUNT,delete_account,I have a question about the termination of my {{Account Type}} account,BL
ACCOUNT,delete_account,delete gold account,BKL
ACCOUNT,delete_account,I do not know how I could remove my {{Account Type}} account,BELP
ACCOUNT,delete_account,need assistance closing my freemium account,BLQ
ACCOUNT,delete_account,I need information about the removal of a premium account,BL
ACCOUNT,delete_account,can ya help me to cancel my freemium account,BILQ
ACCOUNT,delete_account,what do i need to do to delete the {{Account Type}} account,BILQ
ACCOUNT,delete_account,question about the termination of my standard account,BL
ACCOUNT,delete_account,wanna remove a {{Account Type}} account can ya helpme,BCILQZ
ACCOUNT,delete_account,I don't know how to remove my premium account,BL
ACCOUNT,delete_account,"I do not need the {{Account Type}} account, can you help me to close it?",BCEIL
ACCOUNT,delete_account,how can I cancel the {{Account Category}} account?,BIL
ACCOUNT,delete_account,i do not know what i have to do to delete the {{Account Type}} account,BELQ
ACCOUNT,delete_account,i do not know what to do to delete the pro account,BELQ
ACCOUNT,delete_account,closing {{Account Category}} account,BKL
ACCOUNT,delete_account,I have got to delete a standard account,BL
ACCOUNT,delete_account,I don't know how to delete my platinum account,BL
ACCOUNT,delete_account,I do not knw what to do to cancel my pro account,BELZ
ACCOUNT,delete_account,what do I have to do to cancel my platinum account?,BIL
ACCOUNT,delete_account,I don't know what I have to do to cancel a {{Account Type}} account,BL
ACCOUNT,delete_account,I would like information about a {{Account Type}} account removal,BLP
ACCOUNT,delete_account,problems with gold account cancellations,BLM
ACCOUNT,delete_account,I don't know what I need to do to cancel the {{Account Type}} avcount,BLZ
ACCOUNT,delete_account,information about the termination of my {{Account Category}} account,BL
ACCOUNT,delete_account,remove {{Account Type}} accoint,BKLZ
ACCOUNT,delete_account,give me information about the deletion of a pro account,BL
ACCOUNT,delete_account,I want help to remove my freemium account,BL
ACCOUNT,delete_account,"I no longer make use of my {{Account Category}} account, help me close it",BCEL
ACCOUNT,delete_account,I need assistance cancelling my standard account,BL
ACCOUNT,delete_account,i dont know what i need to do to close the {{Account Category}} account,BLQ
ACCOUNT,delete_account,"I no longer need my {{Account Category}} account, I want to cancel it",BCEL
ACCOUNT,delete_account,i no longer need my standard account how can i cancel it,BCEILQ
ACCOUNT,delete_account,I do not know what I hae to do to close the {{Account Category}} account,BELZ
ACCOUNT,delete_account,can I remove a freemium account?,BIL
ACCOUNT,delete_account,I would like information about {{Account Category}} account deletions,BLMP
ACCOUNT,delete_account,I don't know what I have to do to cancel the {{Account Type}} account,BL
ACCOUNT,delete_account,can I close a standard account?,BIL
ACCOUNT,delete_account,problem with the removal of my {{Account Category}} account,BL
ACCOUNT,delete_account,i never usethe standard account assistance to close it,BCELQZ
ACCOUNT,delete_account,where can i find information about a {{Account Type}} account deletion,BILQ
ACCOUNT,delete_account,question about the removal of my standard account,BL
ACCOUNT,delete_account,I don't know what I have to do to delete my platinum acount,BLZ
ACCOUNT,delete_account,i dont use m freemium account I'm trying to cancel it,BCLQZ
ACCOUNT,delete_account,cancel {{Account Type}} account,BKL
ACCOUNT,delete_account,I do not know what I have to do to delete a {{Account Category}} account,BEL
ACCOUNT,delete_account,can ya help me cancel my platinum account,BILQ
ACCOUNT,delete_account,I want assistance deleting my standard account,BL
ACCOUNT,delete_account,question about the rermoval of a {{Account Category}} account,BLZ
ACCOUNT,delete_account,cancel platinum acount,BKLZ
ACCOUNT,delete_account,I need information about the termination of my {{Account Type}} account,BL
ACCOUNT,delete_account,I do not know how I can delete a standard account,BEL
ACCOUNT,delete_account,what do i have to do to cancel the {{Account Type}} account,BILQ
ACCOUNT,delete_account,give me information about  the removal of my {{Account Type}} account,BLZ
ACCOUNT,delete_account,how can i get information about pro account cancellations,BILMQ
ACCOUNT,delete_account,problem with {{Account Type}} account removals,BLM
ACCOUNT,delete_account,I don't know how I can close a {{Account Category}} account,BL
ACCOUNT,delete_account,cancelin {{Account Category}} account,BKLZ
ACCOUNT,delete_account,cancel pro acount,BKLZ
ACCOUNT,delete_account,I do not know what to do to cancel the standard account,BEL
ACCOUNT,delete_account,have problems with the cancellation of my {{Account Type}} account,BLMQ
ACCOUNT,delete_account,I don't know what to do to cancel the standard account,BL
ACCOUNT,delete_account,I want information about the termination of my {{Account Type}} account,BL
ACCOUNT,delete_account,problem with standard acount deletions,BLMZ
ACCOUNT,delete_account,have a question about the cancellation of my {{Account Type}} account,BLQ
ACCOUNT,delete_account,information about the removal of a {{Account Type}} account,BL
ACCOUNT,delete_account,i do not know what i need to do to remove the {{Account Type}} account,BELQ
ACCOUNT,delete_account,problem with premium account deletions,BLM
ACCOUNT,delete_account,deleting pro account,BKL
ACCOUNT,delete_account,i have a problem with the termination of my {{Account Category}} account,BLQ
ACCOUNT,delete_account,can you help me to delete the platinum account?,BIL
ACCOUNT,delete_account,what do i need to do to remove the {{Account Type}} account,BILQ
ACCOUNT,delete_account,"I do not want the premium account, can I delete it?",BCEIL
ACCOUNT,delete_account,I need help closing a platinum account,BL
ACCOUNT,delete_account,I need information about the removal of my platinum account,BL
ACCOUNT,delete_account,"I don't use my bloody pro account, how do I remove it?",BCILW
ACCOUNT,delete_account,i need information about the termination of a {{Account Type}} account,BLQ
ACCOUNT,delete_account,close platinum account,BKL
ACCOUNT,delete_account,i need assistance removing my {{Account Category}} account,BLQ
ACCOUNT,delete_account,i do not know what to do to close the {{Account Category}} account,BELQ
ACCOUNT,delete_account,deleting freemium account,BKL
ACCOUNT,delete_account,could you help me cancelling the standard account?,BILP
ACCOUNT,delete_account,I have a problem with the deletion of a {{Account Type}} account,BL
ACCOUNT,delete_account,I want information about my standard account termination,BL
ACCOUNT,delete_account,need assistance to cancel my freemium account,BLQ
